"","timestamp","code","i01","i02r","i03","i04","i05","i06r","i07","i08","i09","i10","n_facebook_friends","n_hangover","age","sex","extra_single_item","time_conversation","presentation","n_party","clients","extra_vignette","i21","extra_vignette2","major","smoker","sleep_week","sleep_wend","clients_freq","extra_mean","extra_md","extra_aad","extra_mode","extra_iqr"
"28","11.05.2015 18:18:39","HPR",3,3,1,3,3,3,3,3,3,2,400,12,29,"Frau",3,NA,"nein",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,3,0.48,3,0
"29","11.05.2015 18:19:07","WHM",4,2,3,3,2,3,3,4,3,4,590,12,29,"Mann",4,15,"ja",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,3,0.54,3,0.75
"30","11.05.2015 18:19:15","MKB",3,4,2,4,4,2,3,3,4,4,150,1,25,"Frau",3,7,"ja",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,3.5,0.7,4,1
"31","11.05.2015 21:53:59","MKB",3,4,2,4,4,2,3,3,4,4,150,1,25,"Frau",3,7,"ja",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,3.5,0.7,4,1
"32","15.09.2015 15:28:03","RWM",4,3,2,4,3,2,4,2,4,3,220,1,23,"Mann",3,20,"nein",5,"im Schnitt 1 Mal pro Tag",NA,NA,NA,NA,NA,NA,NA,4,3.1,3,0.72,4,1.75
"33","15.09.2015 15:28:40","EBM",2,3,4,3,2,3,3,3,3,2,200,1,23,"Frau",3,40,"nein",5,"im Schnitt 1 Mal pro Quartal (oder weniger)",NA,NA,NA,NA,NA,NA,NA,1,2.8,3,0.48,3,0.75
"34","15.09.2015 15:29:47","BED",3,2,1,3,3,3,2,3,3,2,400,2,33,"Frau",3,10,"ja",10,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,2.5,3,0.6,3,1
"35","15.09.2015 15:32:00","AUA",3,2,2,3,3,3,4,1,3,3,800,1,21,"Mann",2,5,"ja",0,"im Schnitt 1 Mal pro Tag",NA,NA,NA,NA,NA,NA,NA,4,2.7,3,0.62,3,0.75
"36","15.09.2015 15:37:06","MDG",3,1,2,4,3,1,3,3,2,4,350,50,24,"Mann",1,10,"nein",50,"im Schnitt 1 Mal pro Quartal (oder weniger)",NA,NA,NA,NA,NA,NA,NA,1,2.6,3,0.88,3,1
"37","15.09.2015 16:04:55","TBA",4,4,2,4,3,3,3,4,4,4,423,10,23,"Frau",3,10,"ja",15,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.5,4,0.6,4,1
"38","15.09.2015 16:19:39","SBR",3,3,1,3,3,3,3,3,4,2,NA,4,25,"Frau",3,5,"nein",8,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,2.8,3,0.52,3,0
"39","15.09.2015 16:29:17","UFW",4,4,3,4,3,3,3,3,3,2,250,0,24,"Frau",4,10,"ja",65,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.2,3,0.48,3,0.75
"40","15.09.2015 17:20:23","HHB",4,3,2,4,4,3,3,3,4,3,NA,2,21,"Frau",4,2,"ja",5,"im Schnitt 1 Mal pro Quartal (oder weniger)",NA,NA,NA,NA,NA,NA,NA,1,3.3,3,0.56,3,1
"41","15.09.2015 17:20:54","HHB",4,3,2,4,4,3,3,3,4,3,0,2,21,"Frau",4,2,"ja",5,"im Schnitt 1 Mal pro Quartal (oder weniger)",NA,NA,NA,NA,NA,NA,NA,1,3.3,3,0.56,3,1
"42","15.09.2015 19:02:03","RVK",4,3,1,4,4,3,4,4,4,3,767,0,22,"Mann",4,5,"ja",110,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.4,4,0.72,4,1
"43","15.09.2015 19:35:41","MMR",2,2,2,2,1,1,3,2,2,1,600,3,22,"Mann",2,1e+09,"nein",5,"im Schnitt 1 Mal pro Monat",NA,NA,NA,NA,NA,NA,NA,2,1.8,2,0.48,2,0.75
"44","15.09.2015 20:29:13","JAA",4,4,1,3,3,3,4,3,3,4,473,2,22,"Frau",4,3,"ja",12,"im Schnitt 1 Mal pro Quartal (oder weniger)",NA,NA,NA,NA,NA,NA,NA,1,3.2,3,0.64,3,1
"45","15.09.2015 21:58:12","EBM",2,3,4,3,2,3,3,3,3,2,200,1,23,"Frau",3,40,"nein",5,"im Schnitt 1 Mal pro Quartal (oder weniger)",NA,NA,NA,NA,NA,NA,NA,1,2.8,3,0.48,3,0.75
"46","15.09.2015 22:21:00","SDS",3,3,2,3,3,3,3,4,3,1,189,5,29,"Frau",4,7,"nein",12,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,2.8,3,0.52,3,0
"47","15.09.2015 23:00:23","aab",4,4,1,3,3,3,3,4,4,4,250,0,40,"Mann",4,10,"ja",5,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.3,3.5,0.7,4,1
"48","16.09.2015 10:09:06","RVM",4,4,3,4,4,2,3,4,3,1,360,15,19,"Frau",3,5,"nein",40,"im Schnitt 1 Mal pro Quartal (oder weniger)",NA,NA,NA,NA,NA,NA,NA,1,3.2,3.5,0.8,4,1
"49","16.09.2015 13:11:32","MWM",4,4,3,4,4,2,4,2,1,2,NA,0,22,"Frau",3,NA,"nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.5,1,4,2
"50","18.09.2015 09:56:50","JDF",4,4,1,4,3,3,3,2,4,2,350,3,21,"Frau",4,NA,"ja",7,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3,3,0.8,4,1.75
"51","18.09.2015 20:59:42","dhn",4,3,2,4,4,4,3,4,4,4,550,15,24,"Frau",4,3,"ja",10,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.6,4,0.56,4,0.75
"52","19.09.2015 11:07:20","ABS",3,2,3,3,3,3,4,3,3,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0.2,3,0
"53","20.09.2015 13:36:13","JBM",4,3,2,3,4,3,4,3,4,1,278,4,24,"Frau",4,5,"ja",10,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.1,3,0.72,3,1
"54","20.09.2015 18:46:14","GSR",3,3,2,3,2,3,3,2,3,2,150,2,22,"Frau",3,5,"ja",12,"im Schnitt 1 Mal pro Tag",NA,NA,NA,NA,NA,NA,NA,4,2.6,3,0.48,3,1
"55","20.09.2015 22:04:56","VSM",4,3,2,4,4,3,3,4,3,2,500,0,19,"Frau",4,1,"ja",10,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.2,3,0.64,3,1
"56","20.09.2015 22:05:20","FEG",4,4,4,4,4,4,4,4,4,4,892,12,21,"Mann",3,1,"nein",30,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,4,4,0,4,0
"57","20.09.2015 22:05:20","GMI",3,4,2,3,3,3,2,3,4,2,388,30,25,"Frau",4,10,"nein",35,"im Schnitt 1 Mal pro Quartal (oder weniger)",NA,NA,NA,NA,NA,NA,NA,1,2.9,3,0.54,3,0.75
"58","20.09.2015 22:08:09","CML",4,4,2,3,3,2,4,4,4,2,300,30,25,"Frau",4,10,"nein",40,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.2,3.5,0.8,4,1.75
"59","20.09.2015 22:12:50","SNI",3,4,1,4,3,3,3,3,3,1,250,12,20,"Frau",4,5,"nein",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,3,0.72,3,0
"60","20.09.2015 22:16:20","GGE",4,4,2,3,4,4,3,3,4,3,420,15,24,"Frau",4,10,"nein",12,"im Schnitt 1 Mal pro Woche",NA,NA,NA,NA,NA,NA,NA,3,3.4,3.5,0.6,4,1
"61","20.09.2015 23:06:33","SBM",4,4,2,3,3,4,3,3,3,2,236,1,23,"Frau",4,5,"nein",10,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.1,3,0.54,3,0.75
"62","21.09.2015 10:36:16","RMM",3,3,1,3,3,3,2,4,4,1,300,25,20,"Frau",2,20,"nein",30,"im Schnitt 1 Mal pro Quartal (oder weniger)",NA,NA,NA,NA,NA,NA,NA,1,2.7,3,0.82,3,0.75
"63","21.09.2015 19:39:58","MMB",3,4,1,3,4,4,3,4,4,2,430,5,23,"Frau",4,5,"nein",15,"im Schnitt 1 Mal pro Tag",NA,NA,NA,NA,NA,NA,NA,4,3.2,3.5,0.8,4,1
"64","21.09.2015 21:29:32","MSI",3,3,3,2,2,3,3,3,3,2,0,0,20,"Frau",2,15,"nein",20,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,2.7,3,0.42,3,0.75
"65","23.09.2015 11:20:31","HHS",4,4,2,4,4,4,3,3,4,3,649,12,22,"Frau",4,4,"nein",20,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.5,4,0.6,4,1
"66","25.09.2015 12:41:36","DUS",3,2,1,2,2,2,2,2,3,2,195,0,30,"Mann",4,60,"ja",5,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,2.1,2,0.36,2,0
"67","26.09.2015 12:54:46","JWD",3,3,1,4,4,3,3,3,3,3,200,4,24,"Frau",4,10,"ja",36,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3,3,0.4,3,0
"68","28.09.2015 12:19:51","WHG",4,2,2,4,4,3,4,3,4,4,188,3,45,"Mann",4,3,"ja",25,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.4,4,0.72,4,1
"69","28.09.2015 23:08:56","WAM",4,2,1,4,3,2,3,3,3,3,410,2,23,"Frau",3,3,"nein",18,"im Schnitt 1 Mal pro Tag",NA,NA,NA,NA,NA,NA,NA,4,2.8,3,0.68,3,0.75
"70","29.09.2015 08:37:26","NM",3,3,1,3,3,3,2,2,3,1,180,0,23,"Frau",4,15,"nein",2,"im Schnitt 1 Mal pro Monat",NA,NA,NA,NA,NA,NA,NA,2,2.4,3,0.72,3,1
"71","29.09.2015 08:37:36","HED",4,4,2,4,4,4,2,2,3,2,410,4,23,"Frau",3,15,"ja",15,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.1,3.5,0.9,4,2
"72","29.09.2015 08:38:00","UKS",4,4,2,3,3,4,3,3,3,2,321,24,21,"Frau",4,5,"nein",36,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.1,3,0.54,3,0.75
"73","29.09.2015 08:38:06","ASS",4,3,3,3,3,3,2,3,3,2,450,3,22,"Mann",3,NA,"ja",15,"im Schnitt 1 Mal pro Tag",NA,NA,NA,NA,NA,NA,NA,4,2.9,3,0.36,3,0
"74","29.09.2015 08:39:16","GBV",4,4,2,3,3,3,3,3,3,2,400,10,21,"Frau",3,5,"nein",25,"im Schnitt 1 Mal pro Monat",NA,NA,NA,NA,NA,NA,NA,2,3,3,0.4,3,0
"75","29.09.2015 08:39:32","MRM",4,4,4,4,4,2,4,3,4,3,412,3,26,"Frau",4,5,"nein",16,"im Schnitt 1 Mal pro Tag",NA,NA,NA,NA,NA,NA,NA,4,3.6,4,0.56,4,0.75
"76","29.09.2015 10:25:32","SFZM",4,4,3,3,3,3,2,1,2,2,197,0,20,"Frau",3,0,"nein",2,"im Schnitt 1 Mal pro Quartal (oder weniger)",NA,NA,NA,NA,NA,NA,NA,1,2.7,3,0.76,3,1
"77","29.09.2015 12:29:38","WEB",3,4,1,3,4,3,3,3,4,2,350,24,29,"Frau",NA,5,"nein",56,"im Schnitt 1 Mal pro Tag",NA,NA,NA,NA,NA,NA,NA,4,3,3,0.6,3,0.75
"78","30.09.2015 12:52:52","FRW",4,4,1,4,4,4,4,4,4,4,0,0,40,"Frau",4,3,"ja",4,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.7,4,0.54,4,0
"79","01.10.2015 09:13:09","OHN",3,3,2,3,3,3,3,3,4,2,261,4,25,"Frau",3,5,"ja",10,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,2.9,3,0.36,3,0
"80","01.10.2015 12:46:04","BGM",4,4,1,4,4,3,3,3,3,2,400,30,25,"Frau",4,10,"nein",40,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.1,3,0.72,3,1
"81","01.10.2015 22:50:15","Wga",4,4,2,4,4,3,4,3,4,3,600,2,20,"Frau",4,2,"nein",5,"im Schnitt 1 Mal pro Tag",NA,NA,NA,NA,NA,NA,NA,4,3.5,4,0.6,4,1
"82","02.10.2015 08:27:37","KMA",4,3,2,4,4,2,3,3,3,3,200,20,28,"Frau",4,5,"nein",15,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.1,3,0.54,3,0.75
"83","02.10.2015 08:49:04","RDA",3,3,4,3,3,2,3,2,3,1,517,0,25,"Frau",3,10,"nein",10,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,2.7,3,0.62,3,0.75
"84","02.10.2015 14:32:59","HPA",4,3,4,3,2,4,3,3,4,2,400,20,25,"Mann",4,10,"ja",15,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.2,3,0.64,3,1
"85","05.10.2015 21:10:25","OSB",4,4,1,3,4,4,4,3,4,3,550,5,24,"Frau",4,2,"ja",8,"im Schnitt 1 Mal pro Woche",NA,NA,NA,NA,NA,NA,NA,3,3.4,4,0.72,4,1
"86","07.10.2015 12:09:45","FGL",2,3,2,3,3,3,4,2,2,4,325,5,29,"Frau",2,5,"ja",1,"im Schnitt 1 Mal pro Woche",NA,NA,NA,NA,NA,NA,NA,3,2.8,3,0.64,2,1
"87","07.10.2015 21:53:03","RBI",3,3,1,2,2,3,3,3,3,3,200,5,22,"Frau",3,20,"nein",25,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,2.6,3,0.56,3,0.75
"88","09.10.2015 21:38:48","RBA",3,2,1,2,2,1,1,4,2,3,450,28,28,"Mann",3,5,"ja",14,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,2.1,2,0.74,2,1.5
"89","09.10.2015 22:02:41","HSE",4,4,1,3,3,3,3,3,3,3,60,3,26,"Mann",3,5,"ja",5,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3,3,0.4,3,0
"90","10.10.2015 07:47:26","REA",3,1,1,3,2,2,2,1,2,1,NA,2,25,"Mann",3,15,"ja",1,"im Schnitt 1 Mal pro Tag",NA,NA,NA,NA,NA,NA,NA,4,1.8,2,0.64,1,1
"91","10.10.2015 09:27:46","WTF",4,3,2,4,4,4,3,3,4,4,NA,1,30,"Mann",4,6,"ja",4,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.5,4,0.6,4,1
"92","10.10.2015 09:32:01","Cori",4,4,2,4,4,3,3,3,3,2,319,5,24,"Frau",3,NA,"ja",10,"Ich habe keinen Kundenkontakt",NA,NA,NA,NA,NA,NA,NA,NA,3.2,3,0.64,3,1
"93","10.10.2015 09:40:55","MFA",4,4,2,3,4,3,4,3,4,3,635,3,25,"Frau",4,1,"ja",10,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.4,3.5,0.6,4,1
"94","15.10.2015 15:40:23","WAE",2,3,1,3,2,2,2,2,3,1,NA,1,43,"Mann",3,10,"nein",2,"im Schnitt 1 Mal pro Tag",NA,NA,NA,NA,NA,NA,NA,4,2.1,2,0.54,2,0.75
"95","22.10.2015 19:45:24","MWM",3,4,2,4,3,4,4,2,4,3,234,3,30,"Mann",3,NA,NA,30,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.3,3.5,0.7,4,1
"96","25.10.2015 14:36:11","WUB",4,3,1,4,4,2,4,3,3,3,520,10,26,"Frau",4,2,"ja",26,"im Schnitt 1 Mal pro Tag",NA,NA,NA,NA,NA,NA,NA,4,3.1,3,0.72,3,1
"97","02.11.2015 20:49:58","EGH",4,3,2,4,3,3,3,3,4,4,228,0,32,"Frau",4,5,"nein",15,"im Schnitt 1 Mal pro Tag",NA,NA,NA,NA,NA,NA,NA,4,3.3,3,0.56,3,1
"98","18.11.2015 16:30:52","mzr",1,1,3,3,1,2,2,1,1,4,NA,0,45,"Mann",1,45,"ja",0,"im Schnitt 1 Mal pro Monat",NA,NA,NA,NA,NA,NA,NA,2,1.9,1.5,0.9,1,1.75
"99","02.12.2015 16:15:52","BMM",3,2,1,2,2,1,3,1,2,2,NA,4,23,"Mann",3,30,"nein",7,"im Schnitt 1 Mal pro Monat",NA,NA,NA,NA,NA,NA,NA,2,1.9,2,0.54,2,0.75
"100","03.12.2015 14:29:09","GKM",4,3,1,4,3,3,4,3,4,2,360,10,21,"Frau",2,30,"nein",30,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.1,3,0.72,3,1
"101","03.12.2015 19:34:45","shm",3,4,1,3,3,2,2,2,4,2,315,0,24,"Frau",2,45,"nein",3,"3 Mal pro Woche",NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.5,0.8,2,1
"102","04.12.2015 15:40:50","FHM",3,4,2,3,4,3,3,2,4,2,NA,0,22,"Mann",3,30,"nein",5,"100",NA,NA,NA,NA,NA,NA,NA,NA,3,3,0.6,3,1.5
"103","05.12.2015 11:11:57","kbf",4,3,2,4,2,3,2,3,3,1,629,18,21,"Frau",4,30,"ja",34,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,2.7,3,0.76,3,1
"104","05.12.2015 15:30:27","JMM",4,3,2,2,3,3,2,4,4,1,391,6,21,"Frau",3,30,"nein",50,"im Schnitt 1 Mal pro Tag",NA,NA,NA,NA,NA,NA,NA,4,2.8,3,0.84,2,1.75
"105","09.12.2015 17:20:52","kcw",4,4,3,4,4,4,4,3,3,3,NA,153,38,"Mann",NA,1,"ja",4,"im Schnitt 1 Mal pro Monat",NA,NA,NA,NA,NA,NA,NA,2,3.6,4,0.48,4,1
"106","15.12.2015 15:00:16","WKR",4,4,3,3,3,4,4,4,4,1,120,1,28,"Frau",4,10,"nein",6,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.4,4,0.72,4,1
"107","01.01.2016 18:16:00","HKK",4,4,3,4,4,4,3,3,3,3,250,0,45,"Frau",4,5,"ja",6,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.5,3.5,0.5,3,1
"108","19.01.2016 19:43:52","GGM",3,3,3,2,2,1,2,2,3,1,350,2,23,"Frau",3,45,"nein",4,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,2.2,2,0.64,2,1
"109","01.02.2016 17:50:10","EUL",3,3,1,4,4,3,4,3,3,4,600,10,26,"Mann",4,3,"ja",10,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.2,3,0.64,3,1
"110","02.02.2016 19:44:07","VEB",3,2,2,3,3,3,2,3,2,4,NA,0,31,"Frau",4,10,"nein",0,"im Schnitt 1 Mal pro Woche",NA,NA,NA,NA,NA,NA,NA,3,2.7,3,0.56,3,1
"111","02.02.2016 20:42:15","PZC",4,2,3,3,3,3,4,4,4,2,550,2,27,"Mann",4,30,"ja",10,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.2,3,0.64,3,1
"112","03.02.2016 13:51:55","GAH",4,4,3,4,3,2,4,3,4,3,NA,3,32,"Mann",3,5,"ja",5,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.4,3.5,0.6,4,1
"113","04.02.2016 18:45:42","BTL",4,3,1,4,3,3,3,4,3,3,155,3,26,"Frau",3,2,"nein",3,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,3.1,3,0.54,3,0.75
"114","08.02.2016 13:17:36","MBG",3,3,1,4,4,2,3,3,3,2,140,0,45,"Frau",3,10,"ja",5,"im Schnitt mehrfach pro Tag",NA,NA,NA,NA,NA,NA,NA,5,2.8,3,0.68,3,0.75
"115","29.02.2016 11:23:12","MKG",4,3,2,4,4,4,4,2,4,4,NA,1,32,"Frau",3,10,"ja",6,"im Schnitt 1 Mal pro Tag","passt insgesamt",NA,3,NA,NA,NA,NA,4,3.5,4,0.7,4,0.75
"116","03.03.2016 15:33:23",NA,3,3,2,2,2,3,3,2,3,1,250,1,24,"Frau",1,NA,"nein",6,"im Schnitt 1 Mal pro Quartal (oder weniger)","keine Antwort",NA,6,NA,NA,NA,NA,1,2.4,2.5,0.6,3,1
"117","03.03.2016 15:33:29","FBR",3,3,3,4,3,3,2,2,3,2,294,2,28,"Frau",3,27,"ja",1,"im Schnitt mehrfach pro Tag","passt insgesamt nicht",NA,4,NA,NA,NA,NA,5,2.8,3,0.48,3,0.75
"118","03.03.2016 15:34:44","CZP",4,3,3,4,4,4,3,3,3,2,600,0,24,"Frau",3,NA,"nein",30,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,3,NA,NA,NA,NA,5,3.3,3,0.56,3,1
"119","03.03.2016 15:34:46",NA,4,3,3,3,3,4,3,4,4,4,500,0,20,"Frau",3,7,"nein",4,"im Schnitt mehrfach pro Tag","passt insgesamt",NA,3,NA,NA,NA,NA,5,3.5,3.5,0.5,3,1
